Workspace_ID,Project_Type,Workspace_Region,Opportunity_ID
33635095,Billable,EMEA,0062J00000qPygjQAC
33635475,Billable,North America,0062J00000qPxgtQAC
33636225,Billable,EMEA,0062J00000qPylqQAC
33636705,Billable,North America,0062J00000qPgQLQA0
33637095,Billable,North America,0062J00000qPzVkQAK
33637325,Billable,North America,0062J00000qPzWjQAK
33639495,Billable,North America,0062J00000qPbkZQAS
33640215,Billable,North America,0062J00000qPy3SQAS
33642805,Billable,North America,0062J00000qPzuBQAS
33644255,Billable,North America,0062J00000qPypZQAS
33645555,Billable,North America,0062J00000qQ03mQAC
33646445,Billable,North America,0062J00000oFEZdQAO
33647035,Billable,North America,0062J00000qPzsPQAS
33647255,Billable,North America,0062J00000oFC3vQAG
33647985,Billable,North America,0062J00000qPmSVQA0
33648005,Billable,APAC,0062J00000qPsq9QAC
33650805,Billable,APAC,0062J00000qPya2QAC
33653545,Billable,EMEA,0062J00000qQ0lDQAS
33653675,Billable,EMEA,0062J00000qPygZQAS
33653875,Billable,EMEA,0062J00000nt759QAA
33654005,Billable,EMEA,0062J00000qPunrQAC
33654065,Billable,EMEA,0062J00000qPnEXQA0
33658665,Billable,EMEA,0062J00000qPpNVQA0
33660915,Billable,North America,0062J00000nLFQgQAO
33662215,Billable,North America,0062J00000qQ1DWQA0
33662345,Billable,North America,0062J00000qQ1FXQA0
33664845,Billable,North America,0062J00000qPv8fQAC
33664855,Billable,North America,0062J00000qQ1N7QAK
33671625,Billable,North America,0062J00000qPrm1QAC
33671635,Billable,North America,0062J00000qQ1qYQAS
33671765,Billable,North America,0062J00000qQ1qTQAS
33673425,Billable,North America,0062J00000qQ1tcQAC
33673845,Billable,North America,0062J00000qQ1ntQAC
33675685,Billable,North America,0062J00000qQ1w2QAC
33677795,Billable,North America,0062J00000qPo0GQAS
33678275,Billable,APAC,0062J00000qPshvQAC
33681995,Billable,APAC,0062J00000nsnyXQAQ
33683905,Billable,EMEA,0062J00000qQ1IMQA0
33687525,Billable,North America,0062J00000qQ2usQAC
33689225,Billable,North America,0062J00000qQ2EuQAK
33689815,Billable,EMEA,0062J00000nMdzqQAC
33691465,Billable,North America,0062J00000qPxaaQAC
33691635,Billable,North America,0062J00000qQ3JGQA0
33691685,Billable,North America,0062J00000qQ2tRQAS
33696065,Billable,North America,0062J00000oF6zcQAC
33698255,Billable,North America,0062J00000qPzT0QAK
33700685,Billable,North America,0062J00000qQ3qLQAS
33700985,Billable,North America,0062J00000qQ3uHQAS
33703965,Billable,North America,0062J00000qQ367QAC
33704165,Billable,North America,0062J00000qPuYmQAK
33704395,Billable,North America,0062J00000oF4vJQAS
33705435,Billable,APAC,0062J00000qQ4DYQA0
33705445,Billable,North America,0062J00000oEleWQAS
33708865,Billable,EMEA,0062J00000qQ4VYQA0
33709955,Billable,EMEA,0062J00000qPe7NQAS
33710585,Billable,EMEA,0062J00000qQ1bEQAS
33712105,Billable,North America,0062J00000qQ4kOQAS
33713965,Billable,EMEA,0062J00000opzKMQAY
33715315,Billable,North America,0062J00000qPW4vQAG
33716605,Discretionary,Global,N/A
33716675,Billable,North America,0062J00000qQ1Y5QAK
33718275,Billable,North America,0062J00000qQ56tQAC
33719855,Billable,North America,0062J00000qQ5VZQA0
33720345,Billable,North America,0062J00000qQ3xBQAS
33721745,Billable,North America,0062J00000qQ5XkQAK
33722305,Billable,North America,0062J00000qQ06RQAS
33727235,Billable,EMEA,0062J00000qPjqeQAC
33727275,Billable,EMEA,0062J00000qQ2pEQAS
33727345,Billable,EMEA,0062J00000qQ36lQAC
33728635,Billable,EMEA,0062J00000qQ6X1QAK
33731085,Billable,EMEA,0062J00000oFDGrQAO
33732985,Billable,North America,0062J00000qQ5eCQAS
33734835,Billable,EMEA,0062J00000qQ6ZHQA0
33734915,Billable,North America,0062J00000qQ6SVQA0
33740205,Billable,North America,0062J00000qQ1PhQAK
33741595,Billable,North America,0062J00000qQ7cRQAS
33742135,Billable,North America,0062J00000q8vzAQAQ
33742425,Billable,North America,0062J00000qQ2f7QAC
33743795,Billable,North America,0062J00000qPrmfQAC
33744865,Billable,APAC,0062J00000qQ4P0QAK
33745465,Billable,North America,0062J00000oo9c4QAA
33746425,Billable,North America,0062J00000qQ7zUQAS
33747035,Billable,APAC,0062J00000oF7dIQAS
33753805,Billable,EMEA,0062J00000qQ8O6QAK
33753985,Billable,North America,0062J00000ntViLQAU
33755045,Billable,EMEA,0062J00000qPftuQAC
33757005,Billable,North America,0062J00000qQ5KCQA0
33761115,Billable,North America,0062J00000qQ8T8QAK
33762625,Billable,North America,0062J00000qPiBXQA0
33765315,Billable,North America,0062J00000qQ9ZnQAK
33765855,Billable,North America,0062J00000qQ9byQAC
33766665,Billable,APAC,0062J00000qPyZJQA0
33766695,Billable,APAC,0062J00000qPyabQAC
33767575,Billable,EMEA,0062J00000qPrRDQA0
33767655,Billable,APAC,0062J00000qQ6XLQA0
33767855,Billable,APAC,0062J00000oEn98QAC
33768655,Billable,EMEA,0062J00000qQ4UQQA0
33769985,Billable,EMEA,0062J00000qQ9rrQAC
33775555,Billable,North America,0062J00000qQ9E6QAK
33775705,Billable,North America,0062J00000qPpu1QAC
33779595,Billable,North America,0062J00000ntpErQAI
33780865,Billable,North America,0062J00000qQApIQAW
33780995,Billable,North America,0062J00000qQ9SXQA0
33786505,Billable,North America,0062J00000qPsbEQAS
33786615,Billable,North America,0062J00000qQ0DXQA0
33787105,Billable,EMEA,0062J00000qQAuXQAW
33789245,Billable,North America,0062J00000qQ9hXQAS
33789325,Billable,APAC,0062J00000qQ2f8QAC
33790715,Billable,APAC,0062J00000oqSocQAE
33790825,Other Admin,APAC,0062J00000oEdxQQAS
33791065,Billable,APAC,0062J00000qQ7ueQAC
33798085,Billable,North America,0062J00000qQAeUQAW
33800625,Billable,North America,0062J00000qQCGeQAO
33804335,Billable,North America,0062J00000qQCiOQAW
33805085,Billable,North America,0062J00000q8wJwQAI
33805655,Billable,Latin America,0062J00000oEzxEQAS
33809635,Billable,APAC,0062J00000qQ2aRQAS
33810155,Billable,APAC,0062J00000qPcU3QAK
33815555,Billable,EMEA,0062J00000qPtH1QAK
33816645,Billable,APAC,0062J00000opIAsQAM
33817885,Billable,North America,0062J00000qQC2SQAW
33817895,Billable,EMEA,0062J00000qQDaLQAW
33818585,Billable,North America,0062J00000qPxdFQAS
33818685,Billable,North America,0062J00000qPu14QAC
33818795,Billable,North America,0062J00000qPuVJQA0
33820735,Billable,North America,0062J00000qQDCdQAO
33821315,Billable,EMEA,0062J00000qPpLaQAK
33822125,Discretionary,N/A,N/A
33822355,Billable,N/A,N/A
33822975,Billable,North America,0062J00000qQDwxQAG
33823915,Billable,North America,0062J00000qQC57QAG
33823995,Discretionary,N/A,N/A
33824085,Billable,North America,0062J00000qQEIoQAO
33824505,Billable,North America,0062J00000oFDWOQA4
33824835,Billable,North America,0062J00000oEyuCQAS
33826695,Billable,North America,0062J00000qQEGTQA4
33827525,Billable,North America,0062J00000nsqbFQAQ
33831105,Billable,APAC,0062J00000qPodhQAC
33831135,Billable,APAC,0062J00000nuASfQAM
33832335,Billable,North America,0062J00000qQD1LQAW
33833445,Billable,APAC,0062J00000qQBSZQA4
33833905,Billable,APAC,0062J00000qQ82oQAC
33835555,Billable,EMEA,0062J00000qQ2h0QAC
33843235,Billable,North America,0062J00000qPySmQAK
33845275,Billable,North America,0062J00000qQ8ptQAC
33846925,Billable,North America,0062J00000qQENeQAO
33847365,Billable,North America,0062J00000qPuFbQAK
33848085,Billable,North America,0062J00000oqOoSQAU
33849195,Billable,North America,0062J00000qQCtvQAG
33850325,Billable,North America,0062J00000qEBnKQAW
33850495,Billable,North America,0062J00000qPfXPQA0
33851645,Billable,North America,0062J00000qPlXsQAK
33852655,Billable,North America,0062J00000qPpGZQA0
33853095,Billable,North America,0062J00000qPoZBQA0
33854155,Billable,North America,0062J00000qED6rQAG
33856725,Billable,APAC,0062J00000qEDCgQAO
33856815,Billable,APAC,0062J00000oEgoqQAC
33857845,Billable,APAC,0062J00000nKhO4QAK
33859455,Billable,APAC,0062J00000qPZ0TQAW
33868195,Billable,EMEA,0062J00000qPumPQAS
33869735,Billable,North America,0062J00000qEDwLQAW
33870055,Billable,North America,0062J00000oEio8QAC
33870465,Billable,North America,0062J00000qQEGxQAO
33870745,Billable,North America,0062J00000qPj7RQAS
33873825,Billable,North America,0062J00000qEEEtQAO
33874615,Billable,North America,0062J00000qQAYvQAO
33874865,Billable,North America,0062J00000qQ4lqQAC
33874925,Billable,North America,0062J00000qGP3gQAG
33875185,Billable,North America,0062J00000qPvv4QAC
33876225,Billable,North America,0062J00000qQ5XzQAK
33877225,Billable,North America,0062J00000qPeqXQAS
33877895,Billable,North America,0062J00000qEEsVQAW
33879525,Billable,APAC,0062J00000qEExzQAG
33881455,Billable,EMEA,0062J00000qEFEvQAO
33885855,Billable,North America,0062J00000qQBuUQAW
33888105,Billable,EMEA,0062J00000qQBvgQAG
33889625,Billable,North America,0062J00000oEl6lQAC
33891475,Billable,North America,0062J00000qPVcgQAG
33893885,Billable,North America,0062J00000oF570QAC
33896815,Billable,North America,0062J00000qQCSuQAO
33897825,Billable,North America,0062J00000qQ3OBQA0
33898825,Billable,APAC,0062J00000qEDKPQA4
33901315,Billable,EMEA,0062J00000qPrMgQAK
33921065,Billable,EMEA,0062J00000qEFLrQAO
33921105,Billable,EMEA,0062J00000qPonrQAC
33923765,Billable,EMEA,0062J00000qEIdVQAW
33924645,Billable,North America,0062J00000qEIeiQAG
33930105,Billable,North America,0062J00000qEHREQA4
33934135,Billable,North America,0062J00000qEJ47QAG
33934625,Billable,North America,0062J00000qQ3rhQAC
33940625,Billable,EMEA,0062J00000qPx4yQAC
33940895,Billable,EMEA,0062J00000qQ4SVQA0
33941185,Billable,EMEA,0062J00000qQ4hjQAC
33941315,Billable,APAC,0062J00000qEJm2QAG
33949055,Billable,EMEA,0062J00000qEKc5QAG
33950485,Billable,North America,0062J00000qPgEtQAK
33952585,Billable,North America,0062J00000qEKLDQA4
33954065,Billable,North America,0062J00000qEKnCQAW
33954285,Billable,North America,0062J00000qEL7EQAW
33956205,Billable,North America,0062J00000qEIvZQAW
33956735,Billable,North America,0062J00000qELKuQAO
33957735,Billable,North America,0062J00000qELMqQAO
33962145,Billable,EMEA,0062J00000qELYsQAO
33963035,Billable,North America,0062J00000qELggQAG
33966755,Billable,North America,0062J00000qELtBQAW
33970275,Billable,North America,0062J00000qQ73kQAC
33975235,Billable,EMEA,0062J00000oEzKzQAK
33975625,Billable,North America,0062J00000oqLRRQA2
33975695,Billable,North America,0062J00000qEMfcQAG
33976715,Billable,North America,0062J00000qEMjtQAG
33976865,Billable,North America,0062J00000qEMkwQAG
33987505,Billable,North America,0062J00000qEMFPQA4
33988435,Billable,APAC,0062J00000qQBRbQAO
33989895,Billable,APAC,0062J00000qELVxQAO
33996985,Billable,North America,0062J00000qEN9rQAG
33999995,Billable,EMEA,0062J00000opKBHQA2
34005155,Billable,North America,0062J00000qEO1tQAG
34007005,Billable,North America,0062J00000qPvPXQA0
34010795,Billable,APAC,0062J00000qEJvPQAW
34012695,Billable,EMEA,0062J00000qEP4AQAW
34018735,Billable,APAC,0062J00000qELXAQA4
34019125,Billable,North America,0062J00000qQECvQAO
34021395,Billable,North America,0062J00000oEn6iQAC
34022725,Billable,North America,0062J00000ntePpQAI
34022915,Billable,North America,0062J00000qEPWXQA4
34024375,Billable,North America,0062J00000oEyhDQAS
34024525,Billable,North America,0062J00000qEPQtQAO
34025855,Other Admin,EMEA,0062J00000qPWsQQAW
34029975,Billable,North America,0062J00000qEQEqQAO
34030645,Billable,APAC,0062J00000qEJugQAG
34031855,Billable,APAC,0062J00000qEQhnQAG
34032215,Billable,APAC,0062J00000qEOVFQA4
34045115,Billable,North America,0062J00000qQ9K4QAK
34045825,Billable,EMEA,0062J00000qEPTiQAO
34046875,Billable,North America,0062J00000qERC7QAO
34047325,Billable,North America,0062J00000qERE8QAO
34051115,Billable,EMEA,0062J00000qQDYOQA4
34054335,Billable,North America,0062J00000oomjhQAA
34054715,Billable,North America,0062J00000qPqjDQAS
34054975,Billable,North America,0062J00000qEQcdQAG
34056425,Billable,North America,0062J00000qEQ9lQAG
34057085,Billable,North America,0062J00000qEIEfQAO
34057205,Billable,North America,0062J00000qEHDWQA4
34058725,Billable,North America,0062J00000qERu4QAG
34059415,Billable,North America,0062J00000qQCAvQAO
34060425,Billable,North America,0062J00000qEPvDQAW
34060435,Billable,North America,0062J00000qEPwzQAG
34063765,Billable,APAC,0062J00000qPybAQAS
34073945,Billable,EMEA,0062J00000qQ4PAQA0
34074695,Billable,EMEA,0062J00000qESpeQAG
34075395,Billable,North America,0062J00000qQDePQAW
34077265,Billable,North America,0062J00000oFDb9QAG
34083005,Billable,North America,0062J00000qEI5YQAW
34085305,Billable,North America,0062J00000opzHSQAY
34085915,Billable,North America,0062J00000qPiVcQAK
34087505,Billable,APAC,0062J00000qEOsXQAW
34087575,Billable,APAC,0062J00000qESfPQAW
34087765,Billable,APAC,0062J00000qEN8eQAG
34088205,Billable,North America,0062J00000qEJNxQAO
34088535,Billable,North America,0062J00000qEHxUQAW
34088585,Billable,North America,0062J00000qETwZQAW
34088605,Billable,North America,0062J00000qETwjQAG
34088625,Billable,North America,0062J00000qETwQQAW
34088645,Billable,North America,0062J00000qETwPQAW
34088705,Billable,APAC,0062J00000qEOuYQAW
34089435,Billable,EMEA,0062J00000qET0IQAW
34089985,Billable,EMEA,0062J00000qERMbQAO
34090875,Billable,APAC,0062J00000qEU6TQAW
34092175,Billable,EMEA,0062J00000oEsmIQAS
34094145,Billable,North America,0062J00000qQCn4QAG
34094365,Billable,North America,0062J00000qEULJQA4
34094935,Discretionary,N/A,N/A
34097725,Billable,North America,0062J00000qPf4oQAC
34098415,Billable,North America,0062J00000qEHsKQAW
34098565,Billable,North America,0062J00000qETjwQAG
34098655,Billable,North America,0062J00000qQEIaQAO
34099855,Billable,North America,0062J00000qERMvQAO
34100635,Billable,North America,0062J00000qEUafQAG
34108235,Billable,APAC,0062J00000qEF55QAG
34113765,Billable,North America,0062J00000qEJXEQA4
34116225,Billable,EMEA,0062J00000qPhfWQAS
34118545,Billable,North America,0062J00000qEWLmQAO
34119935,Billable,North America,0062J00000q8tsVQAQ
34120635,Billable,North America,0062J00000qEUOyQAO
34121065,Billable,North America,0062J00000ntspkQAA
34122295,Billable,North America,0062J00000qEQLEQA4
34122905,Billable,North America,0062J00000qETgdQAG
34125285,Billable,North America,0062J00000qEX6BQAW
34125425,Billable,North America,0062J00000qETunQAG
34127325,Billable,APAC,0062J00000qEVbyQAG
34127365,Billable,APAC,0062J00000qEQlpQAG
34130965,Billable,EMEA,0062J00000qEXZ3QAO
34132595,Billable,EMEA,0062J00000qQ1bYQAS
34133265,Billable,North America,0062J00000qQDgQQAW
34135625,Billable,North America,0062J00000qEWQxQAO
34138555,Billable,North America,0062J00000qEYDcQAO
34139725,Billable,North America,0062J00000qEQUFQA4
34144985,Billable,North America,0062J00000qEYskQAG
34146185,Billable,North America,0062J00000qQ1f6QAC
34146935,Billable,APAC,0062J00000qPuctQAC
34154495,Billable,EMEA,0062J00000qEU7lQAG
34154525,Billable,North America,0062J00000qEZQmQAO
34154915,Billable,EMEA,0062J00000qQ88RQAS
34156075,Billable,EMEA,0062J00000qEXTUQA4
34161035,Billable,EMEA,0062J00000qEFFZQA4
34161055,Billable,North America,0062J00000oF8p6QAC
34168515,Billable,North America,0062J00000qEaPHQA0
34168645,Billable,North America,0062J00000qQBDeQAO
34168695,Discretionary,N/A,N/A
34175245,Billable,APAC,0062J00000qEX90QAG
34175345,Billable,APAC,0062J00000qEb58QAC
34176175,Billable,APAC,0062J00000qEb8PQAS
34182075,Billable,North America,0062J00000qEbf9QAC
34183395,Billable,North America,0062J00000qEbm0QAC
34184085,Billable,North America,0062J00000qPqa2QAC
34184245,Billable,North America,0062J00000qEZqgQAG
34185385,Billable,North America,0062J00000qEICKQA4
34185435,Billable,North America,0062J00000qETEPQA4
34187255,Billable,North America,0062J00000qEc5MQAS
34188325,Billable,EMEA,0062J00000qPhodQAC
34188585,Billable,EMEA,0062J00000ntGzqQAE
34189345,Billable,North America,0062J00000qEbu4QAC
34189455,Billable,North America,0062J00000qEcILQA0
34189495,Billable,North America,0062J00000qEXsyQAG
34192705,Billable,North America,0062J00000qET3vQAG
34192835,Billable,APAC,0062J00000qPjC2QAK
34196005,Billable,APAC,0062J00000qEVcXQAW
34199715,Billable,EMEA,0062J00000qPr12QAC
34202125,Billable,EMEA,0062J00000qEbwtQAC
34239685,Billable,North America,0062J00000qERxSQAW
34239775,Billable,North America,0062J00000qEcGZQA0
34239845,Billable,North America,0062J00000qEevNQAS
34239905,Billable,North America,0062J00000qPYpfQAG
34239915,Billable,North America,0062J00000qPh6bQAC
34240415,Billable,North America,0062J00000oF0pLQAS
34240425,Billable,North America,0062J00000qEg2CQAS
34241055,Billable,EMEA,0062J00000qQBjpQAG
34241225,Billable,North America,0062J00000oEifFQAS
34241315,Billable,APAC,0062J00000qQ4H6QAK
34241595,Billable,APAC,0062J00000qPsnUQAS
34241745,Billable,North America,0062J00000qEdlJQAS
34241915,Billable,EMEA,0062J00000qQ88qQAC
34243305,Billable,APAC,0062J00000oF5veQAC
34243515,Billable,North America,0062J00000q8qfbQAA
34243605,Billable,North America,0062J00000qEESWQA4
34244045,Billable,North America,0062J00000qPo2MQAS
34244255,Billable,North America,0062J00000qPbQjQAK
34244395,Billable,North America,0062J00000qEGBTQA4
34244625,Billable,North America,0062J00000qF8pOQAS
34244675,Billable,North America,0062J00000qETFrQAO
34246625,Billable,North America,0062J00000qEYZdQAO
34246795,Billable,North America,0062J00000qEKM6QAO
34246935,Billable,North America,0062J00000qEfKdQAK
34247755,Billable,North America,0062J00000qEdqxQAC
34247785,Billable,North America,0062J00000qEQAoQAO
34247955,Billable,North America,0062J00000qES4iQAG
34248025,Billable,APAC,0062J00000qESMwQAO
34248545,Billable,North America,0062J00000qEhD7QAK
34249755,Billable,North America,0062J00000qEe4zQAC
34250165,Billable,EMEA,0062J00000qEfAEQA0
34250395,Billable,North America,0062J00000qEcWhQAK
34251165,Billable,North America,0062J00000qQDcpQAG
34251315,Billable,N/A,N/A
34253285,Billable,North America,0062J00000qQCL5QAO
34254385,Billable,APAC,0062J00000qEcdYQAS
34264235,Billable,APAC,0062J00000qPol7QAC
34266745,Billable,EMEA,0062J00000qQ0qcQAC
34269165,Billable,North America,0062J00000qEfWPQA0
34270585,Billable,North America,0062J00000qEhG7QAK
34275935,Billable,North America,0062J00000qEPaAQAW
34279425,Billable,North America,0062J00000qEbq2QAC
34279955,Billable,North America,0062J00000qEis7QAC
34284625,Billable,APAC,0062J00000qEEvtQAG
34284685,Billable,APAC,0062J00000qEEveQAG
34285475,Billable,APAC,0062J00000qEgFVQA0
34285705,Billable,APAC,0062J00000qEjKlQAK
34289215,Billable,EMEA,0062J00000qEjSpQAK
34290245,Billable,North America,0062J00000qEiWGQA0
34294565,Billable,North America,0062J00000qEjx9QAC
34294705,Billable,North America,0062J00000qEim9QAC
34295715,Billable,North America,0062J00000qEY8mQAG
34296555,Billable,North America,0062J00000qPyLMQA0
34297855,Billable,North America,0062J00000qPbSVQA0
34298435,Billable,North America,0062J00000qEaGjQAK
34298525,Billable,North America,0062J00000qEkKhQAK
34299965,Billable,North America,0062J00000nuDvmQAE
34300145,Billable,North America,0062J00000qEkU3QAK
34300805,Billable,North America,0062J00000qEJ3xQAG
34300945,Billable,North America,0062J00000qEka1QAC
34301505,Billable,North America,0062J00000qEkY0QAK
34303245,Billable,North America,0062J00000qEdVpQAK
34303375,Billable,North America,0062J00000qEkrBQAS
34303675,Billable,APAC,0062J00000qEhS7QAK
34305625,Billable,APAC,0062J00000qEkybQAC
34309475,Billable,EMEA,0062J00000oq16GQAQ
34313475,Billable,North America,0062J00000qEWLSQA4
34313575,Billable,North America,0062J00000qEYDNQA4
34314705,Billable,North America,0062J00000qEFfhQAG
34315015,Billable,North America,0062J00000qPy4HQAS
34316225,Billable,North America,0062J00000qEkZDQA0
34316415,Billable,North America,0062J00000qQCLUQA4
34319665,Billable,North America,0062J00000qELSkQAO
34323005,Billable,EMEA,0062J00000qEi4WQAS
34326195,Billable,APAC,0062J00000qEZBDQA4
34330345,Billable,EMEA,0062J00000qEmbEQAS
34344655,Billable,APAC,0062J00000qEVZdQAO
34344675,Billable,APAC,0062J00000qPwt2QAC
34348595,Billable,EMEA,0062J00000qEllTQAS
34348675,Billable,N/A,N/A
34351775,Billable,North America,0062J00000opuxaQAA
34352355,Billable,EMEA,0062J00000qEDljQAG
34352975,Billable,North America,0062J00000qEmH9QAK
34354735,Billable,North America,0062J00000qEZsSQAW
34355505,Billable,North America,0062J00000qQ7jHQAS
34357415,Billable,EMEA,0062J00000qEjRmQAK
34357585,Billable,EMEA,0062J00000qEnv2QAC
34358515,Billable,North America,0062J00000qEg5zQAC
34358755,Billable,North America,0062J00000qQ7XuQAK
34363685,Billable,North America,0062J00000qEolgQAC
34364015,Billable,North America,0062J00000qEm3vQAC
34366015,Billable,APAC,0062J00000qELW7QAO
34371005,Billable,North America,0062J00000qEnX3QAK
34371755,Billable,North America,0062J00000qElt0QAC
34371805,Billable,North America,0062J00000qEoy1QAC
34373265,Billable,North America,0062J00000qEpxuQAC
34375685,Billable,North America,0062J00000ntArlQAE
34376785,Billable,North America,0062J00000oF8uBQAS
34380655,Billable,North America,0062J00000qGh3HQAS
34382125,Billable,North America,0062J00000qEqGrQAK
34382365,Billable,APAC,0062J00000qEZ9CQAW
34389035,Billable,APAC,0062J00000qEJuWQAW
34391475,Billable,EMEA,0062J00000qEpNGQA0
34393255,Billable,EMEA,0062J00000qEbMlQAK
34396985,Billable,EMEA,0062J00000ntAJaQAM
34397345,Billable,North America,0062J00000qErJ3QAK
34397615,Billable,North America,0062J00000qErK1QAK
34398215,Billable,North America,0062J00000qEYKEQA4
34398735,Billable,North America,0062J00000oEdcwQAC
34405365,Billable,North America,0062J00000qEpt9QAC
34406615,Billable,North America,0062J00000qEqN9QAK
34406685,Billable,North America,0062J00000qQCTJQA4
34406785,Billable,North America,0062J00000qEnAdQAK
34414255,Billable,APAC,0062J00000qEqv1QAC
34415485,Billable,EMEA,0062J00000qEsRNQA0
34415605,Billable,EMEA,N/A
34416905,Billable,APAC,0062J00000qEsV1QAK
34417725,Billable,EMEA,0062J00000qEr1TQAS
34417815,Billable,EMEA,0062J00000qEsj3QAC
34418175,Billable,North America,0062J00000qEs1FQAS
34420635,Billable,North America,0062J00000qEoAHQA0
34423625,Billable,North America,0062J00000qEm6fQAC
34427095,Billable,North America,0062J00000qEpARQA0
34427105,Billable,North America,0062J00000qEka6QAC
34428605,Billable,North America,0062J00000q8wKuQAI
34431125,Billable,APAC,0062J00000qEtuCQAS
34431465,Billable,APAC,0062J00000qEtvUQAS
34431895,Billable,APAC,0062J00000qPjQxQAK
34432175,Billable,North America,0062J00000qEFhJQAW
34432315,Billable,North America,0062J00000qEdIvQAK
34433575,Billable,APAC,0062J00000qEeUxQAK
34437315,Billable,EMEA,0062J00000qEuCCQA0
34439195,Billable,North America,0062J00000qEt3XQAS
34439855,Billable,North America,0062J00000mrBDgQAM
34442495,Billable,EMEA,0062J00000qPWZTQA4
34443005,Billable,North America,0062J00000oF2D6QAK
34443075,Billable,North America,0062J00000qEtH0QAK
34443225,Billable,EMEA,0062J00000qPWZYQA4
34444945,Billable,EMEA,0062J00000qEXZIQA4
34445295,Billable,EMEA,0062J00000qEnrcQAC
34445735,Billable,North America,0062J00000qEqZLQA0
34447005,Billable,North America,0062J00000qErBiQAK
34447355,Billable,North America,0062J00000qErekQAC
34448185,Billable,North America,0062J00000qEoN0QAK
34452975,Billable,North America,0062J00000qEfsRQAS
34453175,Billable,North America,0062J00000qEp2wQAC
34453445,Billable,North America,0062J00000oEdwNQAS
34453585,Billable,North America,0062J00000qEv9DQAS
34453695,Billable,North America,0062J00000qEta7QAC
34453865,Billable,APAC,0062J00000qEsExQAK
34453875,Billable,North America,0062J00000qEtdpQAC
34454585,Billable,North America,0062J00000qEsJnQAK
34455185,Billable,APAC,0062J00000qEsLyQAK
34455745,Billable,APAC,0062J00000qEvaZQAS
34456135,Billable,North America,0062J00000qEsoDQAS
34459745,Billable,EMEA,0062J00000qEhkbQAC
34460005,Billable,EMEA,0062J00000qEc6eQAC
34460955,Billable,EMEA,0062J00000oorlVQAQ
34463115,Billable,North America,0062J00000qEv3nQAC
34463745,Billable,EMEA,0062J00000qEVkHQAW
34464765,Billable,North America,0062J00000nsqZHQAY
34465105,Billable,N/A,N/A
34466885,Billable,North America,0062J00000qEwLkQAK
34467545,Billable,North America,0062J00000qEw4KQAS
34468975,Billable,North America,0062J00000oFBxiQAG
34469855,Billable,North America,0062J00000qErvWQAS
34470775,Billable,N/A,N/A
34471365,Billable,North America,0062J00000nteMgQAI
34474065,Billable,North America,0062J00000qEqE7QAK
34475385,Billable,APAC,0062J00000qEsGeQAK
34483035,Billable,EMEA,0062J00000ooKU5QAM
34484865,Billable,North America,0062J00000qEoCwQAK
34486745,Billable,North America,0062J00000qExDvQAK
34487165,Billable,North America,0062J00000qEUuIQAW
34487435,Billable,North America,0062J00000qEmHdQAK
34488865,Billable,North America,0062J00000qEviZQAS
34500085,Billable,APAC,0062J00000qEuCWQA0
34501575,Billable,APAC,0062J00000qEHF0QAO
34504815,Billable,EMEA,0062J00000qPtkdQAC
34505445,Billable,North America,0062J00000qEyFkQAK
34507695,Billable,EMEA,0062J00000qEz46QAC
34507965,Billable,North America,0062J00000qEzMoQAK
34508445,Billable,North America,0062J00000qEvUlQAK
34509115,Billable,North America,0062J00000qEtxkQAC
34509355,Billable,North America,0062J00000qEzOuQAK
34510215,Billable,North America,0062J00000qPzbYQAS
34510705,Billable,North America,0062J00000qExiRQAS
34511075,Billable,North America,0062J00000oEiczQAC
34511515,Billable,North America,0062J00000qEREmQAO
34519545,Billable,North America,0062J00000qPqZNQA0
34522705,Billable,North America,0062J00000qEoNZQA0
34523105,Billable,North America,0062J00000qEzwDQAS
34523185,Billable,North America,0062J00000qF0A5QAK
34523445,Billable,APAC,0062J00000qEb4yQAC
34526525,Billable,APAC,0062J00000qEjJdQAK
34526755,Billable,APAC,0062J00000qEz17QAC
34532005,Billable,EMEA,0062J00000qF0i3QAC
34532035,Billable,EMEA,0062J00000qF0iSQAS
34532095,Billable,EMEA,0062J00000qF0imQAC
34533205,Billable,North America,0062J00000qEL95QAG
34533505,Billable,EMEA,0062J00000qF0cUQAS
34536885,Billable,North America,0062J00000qPi1mQAC
34536905,Billable,North America,0062J00000qQDz3QAG
34537705,Billable,North America,0062J00000qPYFrQAO
34538365,Billable,North America,0062J00000qPfX0QAK
34539215,Billable,North America,0062J00000qF1FAQA0
34542215,Billable,North America,0062J00000qEwCdQAK
34545665,Billable,North America,0062J00000qEtO6QAK
34546105,Billable,APAC,0062J00000qEmCjQAK
34546215,Billable,APAC,0062J00000nsnxPQAQ
34553635,Billable,North America,0062J00000qEncNQAS
34553895,Billable,EMEA,0062J00000qF0coQAC
34555715,Billable,EMEA,0062J00000qER6xQAG
34557355,Billable,North America,0062J00000qF1HpQAK
34558225,Billable,North America,0062J00000qEvUgQAK
34559615,Billable,EMEA,0062J00000qF2BJQA0
34560775,Billable,North America,0062J00000qF2PHQA0
34563815,Billable,North America,0062J00000qPYazQAG
34564805,Billable,North America,0062J00000qF2fAQAS
34566015,Billable,APAC,0062J00000opkb3QAA
34566335,Billable,APAC,0062J00000q8vfyQAA
34566575,Billable,APAC,0062J00000qF2nEQAS
34566895,Billable,APAC,0062J00000qEu3UQAS
